Edad,Edad Victima,Sexo,Año agresión,Lugar de residencia,Composicion del hogar,Grado de consanguinidad de persona a cargo,Numero de personas con quienes vive,Profesion persona a cargo,Nivel escolar,Rendimiento academico promedio,Antecedentes de maltrato familiar o escolar,Participa en actividades extracurriculares,Usa redes sociales activamente,Contacto de forma inapropiada en redes,Involucrado en otros incidentes de agresion,Conocia a la victima,Antecedentes penales o disciplinarios,Trastorno psicologico o adiccion,Atencion psicologica previa,Se siente arrepentido,Reconoce que su comportamiento fue incorrecto,Premeditado o impulsivo,Violencia fisica o amenazas,Actuo solo o con otras personas,Edad inicio consumo pornografico,Contenido violento o explicito en material
15,13,Masculino,2016,Teusaquillo,Nuclear,Padres,5,Desempleado,Secundaria,1,No,Si,Si,Si,Si,No,No,No,Si,Si,No,Impulsivo,No,Con otras personas,10,Si
17,10,Femenino,2019,Usme,Monoparental,Padres,5,Profesional,Primaria,4,Si,Si,No,No,No,Si,No,No,Si,No,Si,Impulsivo,Si,Con otras personas,9,No
14,7,Masculino,2023,Tunjuelito,Monoparental,Otros familiares,6,Independiente,Tecnico,2,Si,No,No,No,No,No,No,No,No,Si,No,Impulsivo,No,Con otras personas,7,No
17,13,Masculino,2021,San Cristobal,Monoparental,Otros familiares,2,Ambulante,Secundaria,7,No,No,Si,Si,Si,Si,No,Si,No,Si,No,Impulsivo,Si,Con otras personas,11,Si
13,12,Femenino,2022,Santa Fe,Extendida,Abuelos,4,Empleado,Tecnico,4,No,No,No,No,Si,Si,No,Si,Si,No,Si,Premeditado,No,Con otras personas,7,Si
13,8,Masculino,2021,Usaquen,Extendida,Hermanos,2,Empleado,Secundaria,2,Si,Si,Si,No,No,Si,Si,Si,Si,No,No,Impulsivo,Si,Con otras personas,11,Si
14,12,Femenino,2017,San Cristobal,Extendida,Abuelos,7,Obrero,Tecnico,5,No,No,Si,No,No,No,Si,Si,Si,No,No,Impulsivo,Si,Con otras personas,10,Si
16,13,Femenino,2016,Bosa,Monoparental,Tios,2,Agricultor,Tecnico,4,No,Si,No,No,No,No,Si,No,No,No,Si,Impulsivo,Si,Solo,7,No
16,8,Masculino,2020,Ciudad Bolivar,Extendida,Padres,1,Independiente,Tecnico,1,No,No,No,No,No,No,No,No,Si,Si,No,Impulsivo,Si,Con otras personas,8,Si
16,9,Femenino,2016,Antonio Narino,Extendida,Tios,2,Desempleado,Secundaria,8,Si,No,No,Si,Si,Si,No,Si,Si,No,No,Premeditado,Si,Solo,11,Si
15,13,Femenino,2023,Rafael Uribe Uribe,Nuclear,Otros familiares,1,Independiente,Universitario,5,No,No,Si,No,No,Si,Si,Si,No,Si,No,Premeditado,No,Solo,6,No
14,12,Femenino,2022,Los Martires,Extendida,Otros familiares,3,Profesional,Universitario,4,Si,Si,Si,No,No,No,Si,Si,No,No,Si,Impulsivo,No,Solo,12,Si
13,9,Masculino,2023,Bosa,Monoparental,Otros familiares,2,Independiente,Primaria,8,No,Si,No,No,No,No,Si,Si,Si,No,No,Premeditado,Si,Solo,6,No
13,7,Femenino,2018,Usaquen,Nuclear,Padres,1,Agricultor,Tecnico,2,Si,No,Si,No,Si,No,No,Si,Si,No,Si,Impulsivo,Si,Solo,13,Si
14,7,Femenino,2017,San Cristobal,Extendida,Tios,2,Empleado,Secundaria,7,No,Si,No,Si,Si,Si,Si,Si,No,No,Si,Premeditado,No,Con otras personas,6,No
14,12,Masculino,2024,San Cristobal,Extendida,Abuelos,1,Agricultor,Primaria,3,No,No,Si,Si,No,No,Si,Si,Si,Si,No,Premeditado,No,Con otras personas,9,No
13,11,Femenino,2019,Santa Fe,Extendida,Otros familiares,7,Independiente,Secundaria,8,No,No,No,No,No,No,No,Si,Si,No,No,Impulsivo,No,Con otras personas,6,No
14,11,Masculino,2016,Antonio Narino,Nuclear,Abuelos,2,Profesional,Secundaria,3,No,Si,Si,Si,Si,No,No,No,No,No,No,Premeditado,No,Solo,10,Si
15,8,Femenino,2018,La Candelaria,Nuclear,Padres,2,Obrero,Tecnico,8,Si,Si,Si,No,Si,Si,No,Si,Si,No,Si,Impulsivo,No,Solo,9,No
14,10,Femenino,2023,Usaquen,Extendida,Abuelos,6,Ambulante,Secundaria,3,No,Si,Si,No,Si,No,Si,No,Si,Si,No,Impulsivo,No,Solo,10,Si
17,7,Masculino,2015,Barrios Unidos,Monoparental,Abuelos,5,Independiente,Tecnico,1,Si,No,No,Si,No,Si,No,No,No,No,Si,Impulsivo,No,Con otras personas,9,Si
15,12,Masculino,2017,Sumapaz,Extendida,Padres,1,Desempleado,Primaria,1,No,No,No,Si,Si,No,No,No,No,No,No,Impulsivo,Si,Solo,10,Si
16,11,Femenino,2019,Barrios Unidos,Nuclear,Padres,4,Agricultor,Tecnico,1,Si,Si,Si,No,Si,No,No,No,Si,Si,No,Premeditado,Si,Con otras personas,13,No
13,9,Masculino,2024,Kennedy,Monoparental,Abuelos,4,Ambulante,Primaria,8,No,Si,Si,No,No,No,Si,Si,No,No,Si,Impulsivo,Si,Solo,9,Si
14,10,Femenino,2017,Fontibon,Monoparental,Abuelos,4,Ambulante,Tecnico,1,Si,Si,Si,No,No,No,Si,No,No,Si,No,Impulsivo,No,Solo,14,No
16,9,Femenino,2024,San Cristobal,Extendida,Padres,6,Profesional,Secundaria,2,Si,Si,Si,No,No,No,No,Si,No,Si,No,Premeditado,Si,Solo,13,No
15,9,Masculino,2016,Ciudad Bolivar,Extendida,Hermanos,3,Agricultor,Universitario,3,No,No,Si,Si,No,No,Si,Si,No,No,Si,Premeditado,No,Solo,11,No
15,9,Masculino,2018,Usme,Monoparental,Otros familiares,1,Agricultor,Secundaria,7,No,No,Si,No,Si,No,No,Si,Si,No,Si,Premeditado,No,Con otras personas,8,No
17,7,Femenino,2020,Chapinero,Nuclear,Tios,6,Obrero,Secundaria,3,Si,No,No,Si,No,Si,No,No,Si,No,No,Premeditado,No,Solo,12,Si
16,11,Femenino,2019,Rafael Uribe Uribe,Extendida,Abuelos,6,Profesional,Universitario,6,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,Premeditado,Si,Solo,11,No
16,11,Masculino,2017,Teusaquillo,Monoparental,Otros familiares,4,Empleado,Primaria,3,No,No,No,No,Si,No,No,Si,Si,Si,Si,Premeditado,No,Solo,13,No
17,10,Masculino,2024,Rafael Uribe Uribe,Nuclear,Hermanos,4,Obrero,Secundaria,2,Si,No,No,No,Si,Si,Si,Si,Si,Si,No,Impulsivo,Si,Con otras personas,8,Si
17,8,Femenino,2023,Rafael Uribe Uribe,Extendida,Tios,4,Desempleado,Secundaria,4,Si,No,No,No,Si,Si,No,No,No,No,No,Impulsivo,Si,Con otras personas,9,Si
15,10,Femenino,2015,Bosa,Monoparental,Hermanos,6,Independiente,Universitario,8,Si,No,Si,No,Si,No,No,No,Si,No,Si,Premeditado,No,Solo,13,Si
16,12,Masculino,2016,Chapinero,Extendida,Abuelos,4,Obrero,Tecnico,6,Si,Si,Si,Si,No,No,Si,No,Si,Si,Si,Premeditado,Si,Con otras personas,9,No
17,13,Femenino,2017,Fontibon,Nuclear,Otros familiares,6,Obrero,Secundaria,6,Si,No,No,Si,Si,No,No,Si,Si,Si,No,Impulsivo,Si,Con otras personas,7,No
14,7,Masculino,2015,Tunjuelito,Extendida,Hermanos,6,Profesional,Tecnico,1,No,No,Si,No,Si,Si,Si,No,Si,Si,No,Premeditado,Si,Solo,7,Si
17,10,Femenino,2019,Suba,Nuclear,Otros familiares,5,Obrero,Tecnico,2,No,No,Si,Si,No,No,Si,Si,No,No,Si,Impulsivo,No,Solo,8,Si
17,9,Masculino,2018,Los Martires,Extendida,Abuelos,3,Empleado,Primaria,6,Si,Si,Si,Si,No,No,No,No,Si,Si,No,Impulsivo,Si,Con otras personas,14,Si
14,12,Femenino,2022,Suba,Extendida,Padres,7,Agricultor,Primaria,8,No,Si,Si,Si,Si,Si,No,Si,No,No,No,Impulsivo,No,Con otras personas,6,No
15,8,Femenino,2024,Rafael Uribe Uribe,Extendida,Tios,2,Ambulante,Universitario,7,No,Si,No,No,No,Si,No,Si,Si,No,Si,Premeditado,No,Solo,11,Si
13,8,Masculino,2017,Suba,Extendida,Abuelos,1,Ambulante,Tecnico,4,Si,No,No,Si,Si,Si,Si,Si,Si,Si,No,Premeditado,No,Con otras personas,12,No
13,12,Femenino,2015,Los Martires,Nuclear,Hermanos,4,Agricultor,Primaria,7,No,No,No,No,Si,Si,Si,No,Si,Si,No,Impulsivo,Si,Solo,8,No
17,8,Femenino,2016,Puente Aranda,Monoparental,Hermanos,1,Desempleado,Tecnico,5,No,Si,No,No,No,Si,Si,Si,No,Si,No,Premeditado,Si,Con otras personas,14,No
16,7,Femenino,2016,Fontibon,Extendida,Tios,5,Empleado,Universitario,5,No,No,No,No,No,No,No,Si,Si,No,Si,Premeditado,Si,Con otras personas,10,Si
13,10,Masculino,2020,Sumapaz,Nuclear,Padres,7,Desempleado,Secundaria,8,Si,Si,Si,Si,Si,No,No,No,No,Si,No,Premeditado,Si,Solo,13,Si
16,12,Masculino,2020,La Candelaria,Extendida,Padres,5,Independiente,Secundaria,2,No,Si,Si,No,No,No,No,Si,No,Si,Si,Impulsivo,Si,Con otras personas,6,Si
14,9,Femenino,2018,Tunjuelito,Monoparental,Hermanos,6,Independiente,Secundaria,7,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Premeditado,No,Solo,9,No
15,12,Masculino,2020,Teusaquillo,Nuclear,Hermanos,6,Agricultor,Universitario,5,Si,Si,Si,Si,No,No,Si,No,No,No,No,Premeditado,Si,Solo,7,No
16,11,Masculino,2018,Barrios Unidos,Extendida,Hermanos,7,Desempleado,Secundaria,1,No,Si,No,Si,Si,No,No,No,No,Si,Si,Premeditado,Si,Con otras personas,7,Si
17,11,Femenino,2019,Fontibon,Nuclear,Abuelos,5,Empleado,Secundaria,8,No,Si,No,Si,No,Si,No,No,Si,No,No,Impulsivo,Si,Solo,13,No
13,7,Femenino,2024,Usaquen,Nuclear,Tios,4,Empleado,Secundaria,3,Si,No,Si,Si,No,No,No,No,Si,Si,Si,Premeditado,No,Con otras personas,7,Si
16,10,Femenino,2021,Chapinero,Extendida,Padres,2,Obrero,Tecnico,9,Si,No,Si,No,Si,Si,No,No,No,No,Si,Premeditado,No,Solo,10,Si
14,8,Masculino,2023,Suba,Extendida,Abuelos,4,Ambulante,Universitario,4,Si,No,Si,Si,No,Si,No,No,Si,Si,No,Impulsivo,Si,Con otras personas,12,No
16,7,Femenino,2019,Suba,Monoparental,Padres,1,Desempleado,Primaria,3,Si,No,No,Si,Si,No,Si,No,Si,No,No,Impulsivo,Si,Solo,10,No
13,9,Femenino,2023,Antonio Narino,Nuclear,Otros familiares,4,Empleado,Secundaria,7,Si,Si,No,Si,No,No,Si,Si,Si,No,Si,Impulsivo,Si,Solo,13,No
13,8,Femenino,2021,La Candelaria,Monoparental,Padres,1,Empleado,Primaria,1,No,No,No,Si,No,No,No,Si,No,Si,Si,Premeditado,Si,Solo,8,Si
13,8,Femenino,2015,Tunjuelito,Nuclear,Tios,3,Independiente,Secundaria,7,No,Si,Si,Si,Si,Si,Si,No,No,No,No,Premeditado,No,Solo,6,No
15,12,Femenino,2024,Chapinero,Extendida,Tios,6,Profesional,Primaria,7,Si,Si,Si,No,Si,Si,No,Si,Si,Si,Si,Premeditado,Si,Solo,7,Si
14,10,Femenino,2021,Fontibon,Nuclear,Tios,7,Empleado,Universitario,1,No,No,No,Si,Si,Si,Si,No,Si,Si,Si,Premeditado,No,Solo,12,Si
17,8,Femenino,2023,Suba,Monoparental,Padres,1,Agricultor,Tecnico,4,Si,No,Si,No,Si,Si,No,No,Si,Si,Si,Premeditado,Si,Con otras personas,10,Si
17,10,Masculino,2023,Ciudad Bolivar,Monoparental,Tios,5,Empleado,Universitario,1,Si,No,Si,No,Si,Si,No,Si,Si,No,No,Impulsivo,No,Con otras personas,13,Si
15,11,Femenino,2020,Puente Aranda,Extendida,Tios,4,Profesional,Tecnico,5,No,No,Si,Si,Si,Si,Si,No,No,Si,No,Premeditado,No,Solo,13,Si
13,13,Femenino,2016,Chapinero,Monoparental,Tios,4,Obrero,Universitario,1,Si,Si,No,No,No,No,Si,No,Si,Si,No,Premeditado,No,Solo,7,No
14,7,Femenino,2022,Fontibon,Extendida,Tios,7,Empleado,Tecnico,3,Si,No,No,No,Si,No,No,No,Si,Si,No,Premeditado,No,Con otras personas,12,No
17,8,Masculino,2016,Los Martires,Extendida,Abuelos,3,Ambulante,Primaria,2,Si,Si,No,Si,Si,Si,No,Si,No,No,No,Premeditado,Si,Con otras personas,7,No
14,7,Masculino,2019,Bosa,Monoparental,Hermanos,5,Ambulante,Universitario,9,Si,Si,Si,Si,No,No,No,Si,No,Si,No,Premeditado,No,Con otras personas,7,Si
13,7,Femenino,2020,Barrios Unidos,Monoparental,Abuelos,7,Empleado,Tecnico,3,No,Si,Si,No,No,No,Si,Si,No,No,Si,Impulsivo,Si,Solo,11,No
16,8,Masculino,2021,Tunjuelito,Monoparental,Abuelos,3,Independiente,Universitario,6,No,Si,Si,No,No,No,Si,Si,No,No,No,Impulsivo,No,Solo,7,Si
14,11,Masculino,2019,Barrios Unidos,Extendida,Tios,4,Ambulante,Universitario,4,Si,No,Si,No,Si,Si,Si,Si,Si,No,Si,Premeditado,No,Con otras personas,7,Si
17,7,Masculino,2020,Chapinero,Nuclear,Padres,1,Empleado,Secundaria,8,Si,No,No,Si,No,No,No,Si,No,No,No,Impulsivo,No,Solo,8,No
17,11,Masculino,2019,Fontibon,Nuclear,Abuelos,4,Desempleado,Universitario,6,Si,Si,Si,Si,Si,Si,Si,No,Si,No,Si,Impulsivo,No,Con otras personas,11,Si
16,9,Femenino,2021,Los Martires,Monoparental,Padres,3,Obrero,Primaria,6,Si,No,Si,No,Si,No,Si,Si,No,Si,No,Impulsivo,No,Con otras personas,10,No
17,7,Femenino,2021,Santa Fe,Nuclear,Abuelos,1,Independiente,Tecnico,1,Si,No,No,No,No,No,Si,Si,No,Si,No,Impulsivo,No,Solo,10,Si
17,9,Femenino,2015,Fontibon,Nuclear,Tios,7,Ambulante,Universitario,5,No,No,No,No,Si,No,Si,No,Si,No,Si,Premeditado,Si,Solo,9,Si
17,10,Masculino,2016,Teusaquillo,Nuclear,Abuelos,6,Independiente,Secundaria,3,Si,Si,Si,Si,No,Si,Si,No,Si,No,No,Impulsivo,Si,Con otras personas,13,Si
17,10,Masculino,2021,Sumapaz,Nuclear,Abuelos,7,Agricultor,Tecnico,5,Si,No,Si,No,Si,Si,No,Si,No,No,No,Premeditado,No,Con otras personas,10,No
13,11,Femenino,2024,Usaquen,Extendida,Tios,2,Ambulante,Primaria,3,No,Si,No,No,Si,Si,Si,Si,No,Si,No,Impulsivo,Si,Con otras personas,10,No
16,7,Femenino,2024,Fontibon,Nuclear,Tios,2,Independiente,Secundaria,6,No,Si,No,Si,No,No,Si,No,Si,No,No,Impulsivo,Si,Solo,12,No
13,8,Masculino,2019,La Candelaria,Extendida,Tios,5,Obrero,Secundaria,4,Si,No,Si,No,No,Si,Si,No,Si,No,Si,Impulsivo,No,Solo,11,Si
14,11,Femenino,2023,Los Martires,Extendida,Abuelos,6,Obrero,Primaria,8,No,Si,No,No,Si,Si,No,Si,Si,Si,No,Impulsivo,Si,Con otras personas,14,No
16,12,Masculino,2015,Bosa,Monoparental,Padres,2,Independiente,Tecnico,5,No,Si,Si,Si,No,Si,No,No,Si,No,Si,Premeditado,Si,Solo,6,Si
16,7,Masculino,2019,Fontibon,Nuclear,Hermanos,3,Desempleado,Primaria,4,No,No,Si,No,Si,No,Si,Si,Si,Si,No,Impulsivo,No,Solo,14,Si
16,10,Masculino,2017,Barrios Unidos,Nuclear,Abuelos,4,Desempleado,Primaria,6,Si,Si,No,Si,Si,No,No,Si,Si,No,Si,Premeditado,No,Solo,13,No
13,11,Masculino,2017,Bosa,Nuclear,Hermanos,6,Agricultor,Primaria,6,No,No,Si,Si,No,No,No,Si,Si,No,No,Impulsivo,No,Solo,11,Si
13,10,Femenino,2024,Rafael Uribe Uribe,Extendida,Hermanos,1,Desempleado,Secundaria,9,No,Si,No,No,No,No,No,Si,No,Si,No,Premeditado,Si,Solo,13,No
13,13,Masculino,2021,Tunjuelito,Monoparental,Abuelos,3,Independiente,Primaria,3,No,No,Si,Si,No,No,Si,Si,Si,No,No,Impulsivo,Si,Solo,6,No
16,8,Femenino,2019,Barrios Unidos,Extendida,Otros familiares,4,Profesional,Tecnico,4,Si,No,Si,Si,Si,Si,Si,No,Si,No,No,Impulsivo,No,Con otras personas,14,No
17,8,Masculino,2017,Rafael Uribe Uribe,Extendida,Otros familiares,6,Desempleado,Tecnico,9,Si,Si,No,Si,No,Si,No,Si,No,Si,Si,Impulsivo,Si,Con otras personas,8,Si
13,12,Masculino,2015,Suba,Monoparental,Otros familiares,5,Empleado,Secundaria,3,Si,Si,No,Si,No,Si,No,Si,No,Si,No,Impulsivo,No,Solo,13,No
15,12,Femenino,2023,Antonio Narino,Nuclear,Abuelos,7,Desempleado,Tecnico,9,No,No,No,No,No,No,Si,No,Si,No,Si,Premeditado,Si,Con otras personas,10,Si
13,10,Femenino,2018,Kennedy,Monoparental,Tios,4,Ambulante,Secundaria,7,No,No,No,Si,Si,No,No,No,No,No,Si,Impulsivo,No,Con otras personas,9,No
13,12,Femenino,2015,Los Martires,Monoparental,Padres,6,Profesional,Tecnico,7,No,Si,Si,Si,No,Si,Si,Si,No,No,Si,Premeditado,Si,Solo,12,Si
16,7,Femenino,2019,Usaquen,Extendida,Hermanos,5,Obrero,Tecnico,5,Si,No,Si,No,Si,Si,No,No,Si,Si,No,Impulsivo,Si,Solo,12,No
13,12,Masculino,2016,Fontibon,Extendida,Abuelos,1,Empleado,Secundaria,5,Si,Si,No,Si,No,Si,Si,Si,No,Si,No,Premeditado,Si,Solo,8,No
14,9,Masculino,2015,Kennedy,Monoparental,Padres,7,Independiente,Primaria,7,No,No,Si,Si,Si,No,Si,Si,No,Si,Si,Impulsivo,Si,Con otras personas,9,No
14,8,Femenino,2015,Suba,Nuclear,Hermanos,6,Profesional,Universitario,5,No,Si,No,Si,No,No,Si,No,No,No,No,Impulsivo,No,Solo,10,Si
14,11,Masculino,2020,Sumapaz,Extendida,Tios,6,Empleado,Primaria,4,No,Si,Si,No,Si,Si,Si,No,No,Si,Si,Premeditado,Si,Solo,12,Si
14,9,Femenino,2015,Engativa,Extendida,Hermanos,5,Desempleado,Primaria,2,Si,Si,No,No,No,Si,Si,Si,No,Si,Si,Premeditado,Si,Con otras personas,14,No
15,8,Masculino,2018,Usme,Nuclear,Padres,3,Ambulante,Tecnico,2,No,No,No,Si,No,Si,Si,Si,Si,No,No,Premeditado,Si,Solo,11,Si
16,12,Femenino,2015,Antonio Narino,Extendida,Hermanos,1,Independiente,Primaria,4,Si,No,No,No,No,Si,Si,No,No,No,No,Premeditado,No,Solo,8,Si
14,8,Masculino,2016,Suba,Nuclear,Tios,4,Agricultor,Primaria,8,Si,Si,No,No,No,No,No,Si,Si,No,No,Premeditado,No,Solo,12,Si
16,10,Femenino,2016,Usaquen,Monoparental,Padres,5,Desempleado,Secundaria,8,No,No,No,No,No,No,Si,Si,Si,Si,No,Impulsivo,Si,Solo,9,Si
16,10,Femenino,2023,Usaquen,Monoparental,Hermanos,6,Empleado,Tecnico,9,Si,Si,Si,Si,Si,No,No,Si,Si,No,Si,Premeditado,Si,Solo,7,No
13,13,Femenino,2016,Teusaquillo,Extendida,Abuelos,3,Obrero,Primaria,6,Si,No,No,No,No,No,No,Si,Si,No,Si,Impulsivo,Si,Solo,11,No
14,10,Femenino,2021,Puente Aranda,Monoparental,Abuelos,3,Agricultor,Primaria,7,No,No,No,No,No,No,Si,No,No,Si,No,Premeditado,Si,Con otras personas,9,Si
15,9,Femenino,2017,Antonio Narino,Nuclear,Hermanos,1,Ambulante,Primaria,8,Si,No,Si,Si,Si,Si,No,Si,No,No,No,Impulsivo,No,Solo,14,Si
13,7,Masculino,2016,Chapinero,Monoparental,Abuelos,7,Profesional,Primaria,9,No,Si,No,Si,Si,No,Si,Si,Si,No,Si,Premeditado,Si,Con otras personas,6,No
13,7,Femenino,2022,Antonio Narino,Extendida,Tios,6,Independiente,Universitario,3,No,No,Si,No,No,No,No,Si,Si,Si,Si,Premeditado,Si,Con otras personas,7,Si
14,8,Masculino,2017,Chapinero,Monoparental,Tios,4,Independiente,Tecnico,6,Si,No,No,No,Si,No,Si,No,Si,Si,No,Premeditado,Si,Con otras personas,12,Si
13,10,Masculino,2022,Teusaquillo,Extendida,Tios,4,Independiente,Secundaria,6,Si,No,No,No,Si,No,No,Si,Si,Si,Si,Impulsivo,No,Con otras personas,9,Si
15,8,Femenino,2020,Ciudad Bolivar,Nuclear,Abuelos,3,Independiente,Tecnico,4,Si,No,Si,Si,Si,Si,Si,Si,Si,No,Si,Impulsivo,No,Con otras personas,7,No
14,10,Masculino,2015,San Cristobal,Nuclear,Tios,3,Empleado,Tecnico,1,Si,No,Si,Si,Si,No,No,Si,Si,No,No,Premeditado,No,Solo,12,No
13,11,Femenino,2018,Chapinero,Extendida,Otros familiares,6,Empleado,Tecnico,6,No,Si,No,Si,No,No,No,Si,Si,Si,Si,Premeditado,Si,Con otras personas,13,No
14,8,Masculino,2016,Santa Fe,Nuclear,Hermanos,1,Independiente,Tecnico,4,No,No,Si,Si,Si,No,Si,No,Si,No,Si,Premeditado,No,Con otras personas,7,Si
16,11,Masculino,2016,Los Martires,Extendida,Tios,3,Desempleado,Secundaria,5,No,No,No,Si,Si,Si,Si,Si,No,Si,No,Premeditado,Si,Con otras personas,14,Si
14,10,Femenino,2020,Sumapaz,Extendida,Hermanos,5,Agricultor,Primaria,5,Si,Si,No,Si,Si,No,No,No,No,No,No,Premeditado,No,Con otras personas,12,Si
16,7,Femenino,2020,Teusaquillo,Monoparental,Hermanos,6,Desempleado,Universitario,1,Si,No,Si,No,No,No,Si,Si,No,No,No,Impulsivo,Si,Solo,9,Si
16,11,Femenino,2019,Usaquen,Extendida,Padres,2,Ambulante,Primaria,1,No,Si,Si,Si,No,Si,No,No,Si,No,Si,Impulsivo,Si,Solo,7,Si
15,12,Femenino,2017,San Cristobal,Nuclear,Abuelos,3,Profesional,Tecnico,9,No,Si,Si,Si,No,No,No,No,No,No,Si,Impulsivo,No,Solo,10,Si
17,13,Masculino,2022,Teusaquillo,Extendida,Hermanos,5,Desempleado,Secundaria,4,No,No,No,Si,No,No,No,No,Si,Si,No,Premeditado,Si,Solo,8,Si
13,10,Femenino,2018,Suba,Extendida,Tios,1,Obrero,Universitario,9,No,No,Si,No,No,Si,Si,Si,No,No,Si,Premeditado,No,Solo,9,Si
13,8,Femenino,2019,Sumapaz,Monoparental,Tios,2,Ambulante,Primaria,3,No,Si,No,No,No,No,No,No,Si,No,Si,Impulsivo,Si,Con otras personas,11,No
17,9,Femenino,2018,Los Martires,Extendida,Otros familiares,7,Desempleado,Tecnico,3,Si,No,Si,Si,No,Si,Si,Si,No,No,No,Impulsivo,Si,Solo,10,Si
14,9,Masculino,2017,Teusaquillo,Nuclear,Padres,4,Obrero,Universitario,2,No,No,No,No,Si,No,Si,Si,No,Si,No,Impulsivo,No,Con otras personas,12,No
13,12,Masculino,2024,Chapinero,Nuclear,Tios,4,Agricultor,Secundaria,5,Si,No,Si,Si,Si,Si,No,No,No,Si,No,Impulsivo,Si,Con otras personas,14,No
17,9,Femenino,2023,Chapinero,Nuclear,Abuelos,3,Obrero,Universitario,3,Si,Si,Si,Si,No,Si,No,Si,Si,Si,No,Impulsivo,No,Solo,10,No
15,9,Masculino,2023,Santa Fe,Extendida,Hermanos,7,Empleado,Primaria,6,Si,Si,Si,Si,Si,Si,Si,No,No,No,Si,Impulsivo,No,Solo,12,No
13,13,Femenino,2017,Rafael Uribe Uribe,Nuclear,Hermanos,5,Profesional,Secundaria,5,Si,Si,No,Si,Si,Si,No,Si,Si,Si,No,Premeditado,No,Con otras personas,7,Si
17,13,Femenino,2017,Bosa,Nuclear,Abuelos,2,Ambulante,Primaria,4,No,Si,Si,Si,No,No,Si,No,Si,Si,No,Premeditado,Si,Solo,8,No
15,13,Masculino,2024,Teusaquillo,Nuclear,Padres,7,Agricultor,Secundaria,9,Si,Si,No,No,Si,No,Si,Si,Si,No,No,Impulsivo,Si,Con otras personas,6,No
15,7,Masculino,2021,Fontibon,Nuclear,Padres,2,Agricultor,Primaria,6,No,No,Si,Si,No,Si,Si,Si,No,No,Si,Premeditado,No,Solo,11,Si
15,11,Masculino,2015,Sumapaz,Monoparental,Tios,5,Empleado,Primaria,5,Si,No,No,No,Si,No,No,No,Si,Si,Si,Impulsivo,No,Con otras personas,9,Si
16,9,Masculino,2015,Chapinero,Monoparental,Otros familiares,4,Ambulante,Tecnico,7,No,Si,No,No,No,No,Si,Si,Si,No,Si,Impulsivo,No,Solo,13,Si
13,9,Femenino,2020,Chapinero,Extendida,Hermanos,7,Independiente,Primaria,1,Si,Si,No,Si,Si,Si,Si,No,Si,No,Si,Impulsivo,Si,Solo,6,Si
16,12,Masculino,2022,Puente Aranda,Monoparental,Otros familiares,1,Agricultor,Universitario,8,No,Si,No,Si,Si,Si,No,No,No,No,No,Impulsivo,No,Con otras personas,6,Si
17,11,Masculino,2022,Antonio Narino,Extendida,Padres,4,Profesional,Secundaria,6,No,Si,No,Si,No,Si,Si,No,Si,Si,Si,Impulsivo,Si,Con otras personas,12,Si
17,13,Masculino,2022,Bosa,Monoparental,Tios,5,Independiente,Universitario,3,Si,No,No,No,No,No,Si,Si,No,Si,No,Premeditado,Si,Con otras personas,14,No
13,13,Masculino,2018,Bosa,Nuclear,Tios,6,Empleado,Tecnico,5,Si,No,Si,No,Si,Si,Si,No,No,No,Si,Impulsivo,No,Solo,13,Si
17,7,Masculino,2022,Tunjuelito,Monoparental,Padres,7,Desempleado,Tecnico,9,No,Si,Si,Si,No,No,Si,Si,Si,No,Si,Impulsivo,No,Con otras personas,12,Si
13,9,Masculino,2021,Santa Fe,Extendida,Otros familiares,1,Desempleado,Secundaria,1,No,No,Si,No,No,Si,No,No,Si,Si,Si,Impulsivo,Si,Solo,10,Si
17,13,Femenino,2021,San Cristobal,Extendida,Hermanos,1,Ambulante,Secundaria,4,No,No,Si,No,No,No,Si,No,Si,Si,No,Impulsivo,No,Solo,11,No
17,10,Masculino,2018,Engativa,Nuclear,Otros familiares,4,Obrero,Tecnico,5,Si,Si,No,No,No,No,Si,No,Si,Si,Si,Impulsivo,No,Solo,7,Si
16,12,Masculino,2020,Usme,Monoparental,Tios,6,Agricultor,Primaria,4,No,Si,Si,No,No,No,Si,Si,No,Si,No,Premeditado,Si,Con otras personas,14,No
13,11,Femenino,2015,Usaquen,Extendida,Padres,4,Empleado,Tecnico,1,No,No,No,No,Si,Si,No,Si,Si,No,No,Premeditado,Si,Solo,12,No
17,11,Masculino,2022,La Candelaria,Extendida,Hermanos,1,Profesional,Tecnico,1,Si,Si,Si,No,Si,Si,Si,Si,No,Si,Si,Premeditado,No,Solo,8,No
14,10,Masculino,2020,Tunjuelito,Monoparental,Otros familiares,1,Obrero,Tecnico,8,Si,No,Si,No,Si,No,No,Si,Si,No,Si,Premeditado,No,Con otras personas,8,No
15,8,Masculino,2015,Fontibon,Nuclear,Hermanos,5,Empleado,Universitario,5,No,Si,No,Si,Si,Si,No,Si,Si,Si,No,Impulsivo,No,Solo,13,No
16,10,Masculino,2020,San Cristobal,Nuclear,Hermanos,7,Desempleado,Primaria,6,No,No,Si,No,No,Si,Si,Si,No,Si,No,Premeditado,Si,Solo,7,No
